gene_symbol,translatedmRNA.apvEff,translatedmRNA.apvRvmPAdj,totalmRNA.apvEff,totalmRNA.apvRvmPAdj,translation.apvEff,translation.apvRvmPAdj,buffering.apvEff,buffering.apvRvmPAdj,singleRegMode
SMS,0.166515831,0.701808213,0.010786338,0.982970208,0.163870008,0.712686368,-0.084391099,0.878250953,background
UBL4A,0.843462145,0.052907468,0.585207941,0.04567084,0.672586394,0.203141189,0.490512192,0.115670073,abundance
CD99L2,-0.13322261,0.76690884,-0.690294819,0.053511887,0.405877276,0.284452096,-0.605829456,0.043397382,background
EEA1,0.010404811,0.974488806,0.831237202,0.016788519,-0.281304934,0.355215755,0.822246076,0.013014705,background
RP2,-0.469189369,0.144192304,0.585939926,0.054932266,-0.605117711,0.09730673,0.712955988,0.033418391,translation
JADE3,0.230745807,0.55722532,0.51736099,0.138316317,-0.011786104,0.981143756,0.4002098,0.213251974,background
CDK16,1.083344846,0.05411348,0.381044649,0.234405574,0.956374902,0.130039228,0.263934815,0.448756137,translation
USP11,0.173727011,0.752325632,-0.014410916,0.96045271,0.201090038,0.577401662,-0.079211398,0.731918414,background
HTATSF1,0.282849836,0.290059618,-1.0774266,0.037203618,0.367431345,0.175765664,-1.386531176,0.015972874,translation
TIMP1,-0.983587435,0.283640897,-1.268186486,0.094681968,0.358737257,0.35657256,-0.419391453,0.163430684,background
MAGED2,0.359850869,0.198188174,0.858470576,0.005537034,-0.050619735,0.894195809,0.631315865,0.02229418,abundance
RBM3,1.026768708,0.013369618,1.184219606,0.010709172,0.361890871,0.276096661,0.083235152,0.828626689,abundance
SRPX2,-1.816201526,0.083505551,-1.335280378,0.037015826,0.051529755,0.950454649,-0.306546339,0.393702152,abundance
SYTL4,-1.526226399,0.018763402,-1.296724798,0.023391321,-0.586131096,0.268323954,-0.171622792,0.723430329,abundance
PBDC1,-0.600790811,0.164461987,-0.280880645,0.440671584,-0.366861681,0.28363309,0.137970816,0.639161978,background
GLA,0.82835533,0.058462999,1.046912275,0.002826351,1.309692144,0.02630245,1.185902524,0.003344979,abundance
ARMCX3,-1.533008678,0.011426043,-1.533701069,0.005116276,-0.156797568,0.746294797,-0.293382543,0.406260547,abundance
NDFIP2,-0.028480697,0.948863128,0.572056621,0.064583889,-0.563819144,0.086516395,0.590455223,0.026031069,background
TNFSF13B,-0.898005276,0.202032342,-0.590568959,0.24899608,-0.49829923,0.486153095,-0.211083846,0.679668976,abundance
FNDC3A,-0.64722584,0.056298064,0.284011055,0.467029032,-0.801643458,0.014105037,1.185759741,0.003093764,translation
CAB39L,-1.210300781,0.060227278,-0.412977102,0.378856083,-0.976980864,0.124989279,0.043503267,0.939964743,translation
STK24,1.015099811,0.028819343,0.595456462,0.142103194,0.596236912,0.11051362,-0.229292308,0.540308141,translation
ACP5,-0.053705925,0.914238905,-0.01404417,0.974184102,-0.044453379,0.917395344,0.031553212,0.935561549,background
DNAJC3,0.093977948,0.826366685,0.655073113,0.133786767,-0.31918744,0.261735967,0.541616614,0.058583426,background
UGGT2,0.649412895,0.127739297,0.918565827,0.010614552,-0.316514608,0.411177184,0.52669326,0.048959363,abundance
ARHGEF7,-0.029873,0.944298828,0.050764599,0.866175866,-0.053621784,0.904433965,0.057728273,0.842663246,background
PARP4,-0.608979793,0.078418466,0.116752785,0.629660799,-0.678494722,0.063421691,0.214819169,0.363401127,translation
SUPT20H,0.22898939,0.641863206,0.434568369,0.208945428,-0.281421765,0.344328936,0.27568346,0.227012383,background
SLC25A15,-1.840200578,0.036166535,-1.204536733,0.027200243,-0.155014835,0.780520463,-0.103808045,0.753337241,abundance
KPNA3,0.144192999,0.695520937,1.127000011,0.003954611,-0.696664123,0.043968926,1.001290019,0.003518144,background
FLT1,0.313882234,0.288977219,0.68087414,0.016548581,0.052879609,0.889545063,0.573072383,0.034028053,buffering
RGCC,1.035825221,0.016915824,0.372228887,0.362030874,0.880468587,0.038408084,-0.327102796,0.412878769,translation
VWA8,-0.653275338,0.076879325,0.001156052,0.997434621,-0.653895185,0.050768,0.629517576,0.068185671,translation
INTS6,-0.386205125,0.259285546,-0.719521732,0.046841864,-0.431946155,0.263153977,-0.757533124,0.047152602,buffering
DHRS12,-0.24836583,0.616315668,-0.933523232,0.017946147,-0.061962481,0.932414284,-0.902500151,0.024604405,buffering
TSC22D1,-0.162454989,0.673710574,0.015248105,0.961542261,-0.178647362,0.479380121,0.143015505,0.501099972,background
CLN5,-0.511590256,0.144468511,0.023915095,0.952713941,-0.519879765,0.128378788,0.344997764,0.351145569,translation
MGRN1,-0.070261687,0.851949651,-0.773277171,0.030069601,0.110129968,0.802303728,-0.750123553,0.033876048,buffering
ZNF629,-0.660398773,0.247917618,-0.640882086,0.185784461,-0.226434385,0.696379505,-0.248588675,0.561561903,abundance
TRADD,0.620271599,0.17431457,-0.598870271,0.212102195,1.057992678,0.011522071,-1.292647304,0.002523046,translation
CORO1A,-0.65001231,0.492284217,-1.570194244,0.010925516,1.455828816,0.06530843,-1.228430811,0.005896306,background
MAPK3,1.264543205,0.003774035,0.176724466,0.638693471,1.189989697,0.011715295,-0.611732395,0.132230753,translation
ELMO3,-0.509719773,0.465343529,-0.491224288,0.540186433,-0.196959043,0.689711738,0.064426478,0.90999202,background
PHKB,-0.349747953,0.460856974,0.583579049,0.054852978,-0.964016118,0.053784509,0.709419265,0.017522249,translation
NUTF2,0.956145822,0.037179187,0.172802654,0.498186284,0.82989768,0.081281149,0.028997921,0.927660597,translation
NUP93,0.613584593,0.176100964,0.751527361,0.017306137,0.106048418,0.876522782,0.614808538,0.04113757,abundance
CENPT,-0.048821542,0.914238905,-0.589719156,0.131867519,0.15531214,0.738042518,-0.566790864,0.127320365,buffering
NFAT5,-0.430812608,0.27397928,-0.152703466,0.516497673,-0.170650153,0.642546331,-0.044318175,0.85272545,background
LONP2,-1.548959833,0.001064378,-1.089397864,0.003122758,-0.514893543,0.127912518,0.093408018,0.761038545,translation
N4BP1,0.353329612,0.474577094,-0.185846073,0.528772893,0.381814645,0.474400773,-0.201585534,0.487051638,background
ARL2BP,-0.011436834,0.980376748,0.671454773,0.069211859,-0.399089402,0.312602661,0.678513867,0.042544172,background
DHODH,-0.9332111,0.013564365,-2.322588617,0.002292799,-0.624397941,0.141836748,-1.49063788,0.033969358,abundance
CTCF,0.133653907,0.638617344,0.21075458,0.358490423,0.064681733,0.835459118,0.17873991,0.41557934,background
ACD,0.309606624,0.595050556,-0.061402521,0.890013146,0.326298612,0.599189846,-0.111810253,0.804247033,background
POLR2C,0.108690141,0.786963949,0.208081527,0.607042532,-0.019595529,0.957680864,0.093366835,0.759614314,background
MMP15,-0.721220844,0.098406364,-1.145824936,0.005699364,-0.256625959,0.662418867,-0.924898538,0.022744587,abundance
CYB5B,0.507355268,0.211832345,0.648900655,0.027611099,-0.144431621,0.745210104,0.457950604,0.079407136,abundance
NME3,0.441262625,0.332704157,0.018457481,0.96528607,0.43736349,0.357938935,-0.076245003,0.872849568,background
PSMD7,0.576221806,0.127598523,0.405321028,0.210160172,0.250641462,0.440607532,-0.015372473,0.963411563,abundance
SETD6,-0.451729417,0.211440456,0.288451348,0.378108551,-0.633889747,0.071090077,0.5888415,0.048471459,translation
SLC38A7,0.203883898,0.63514724,0.406825721,0.23204389,-0.092887728,0.829832984,0.284309724,0.318076413,background
VAC14,0.372335071,0.32710488,-0.03729283,0.910290397,0.400173313,0.236436466,-0.225854863,0.40046989,translation
TANGO6,-1.278091932,0.006042113,-0.783368531,0.0260598,-0.567219276,0.098356703,0.132911074,0.663782949,translation
COG4,-0.329947114,0.338701774,0.150583686,0.644369544,-0.436938346,0.138059647,0.404351217,0.122999814,translation
SLC7A6OS,0.001450116,0.998380502,0.56774787,0.075759896,-0.896709385,0.06666454,0.567162807,0.031795138,buffering
PLA2G15,-0.05347576,0.920379044,-1.102717723,0.015201323,0.589639383,0.237631359,-1.073270913,0.011408173,background
ESRP2,-1.312206214,0.003879759,-1.561555196,0.004735999,-0.487558398,0.135195844,0.119455532,0.767982468,abundance
WDR59,0.065601921,0.88880604,-0.358181411,0.229640127,0.452425435,0.177890837,-0.394914476,0.103856561,background
MON1B,0.099342038,0.81628491,-0.226766434,0.346438614,0.374623787,0.31067136,-0.253419007,0.249473583,background
CMC2,0.151628333,0.824321138,-0.128227453,0.692418357,0.31304072,0.600422519,-0.166982527,0.548670464,background
HCFC1R1,1.096392272,0.104269919,-0.527621793,0.16660715,1.357482207,0.082095602,-0.707368741,0.09106295,translation
NPRL3,0.340562698,0.473212108,-0.351269164,0.296935422,0.769600923,0.023569087,-0.585085642,0.020031115,translation
MLYCD,-1.784558325,0.002345351,-1.756033607,0.000286395,0.2312195,0.682789895,-0.786208725,0.024874772,abundance
MPG,0.762523293,0.147280823,-0.017488971,0.961878703,0.776324927,0.126002938,-0.276291808,0.39571039,translation
HSDL1,0.819827752,0.054273165,0.949162773,0.013808576,-0.039782491,0.923703404,0.320306369,0.21445665,abundance
TAF1C,-0.404720005,0.488353326,-1.262201704,0.010347046,-0.326312934,0.67632703,-1.245609933,0.015454746,buffering
NAGPA,1.491480039,0.006606172,0.592118289,0.060293909,0.926424924,0.065288593,0.040285474,0.913923753,translation
COTL1,-0.380712786,0.596830278,-1.456889542,0.013268359,0.989350874,0.118785444,-1.212766849,0.00829047,background
USP10,0.077370779,0.785336566,-0.200032727,0.385398648,0.070240141,0.813532366,-0.197150524,0.36994487,background
CRISPLD2,-2.165723193,0.036247537,-2.254295785,0.004735999,0.746884352,0.118751094,-0.706952604,0.028947317,abundance
TSC2,0.552994472,0.137162337,-0.02625061,0.939906397,0.573306891,0.074711569,-0.42369684,0.120964225,translation
NME4,1.04385244,0.022493491,0.235582793,0.630450491,0.947002337,0.034052669,-0.567342687,0.222175736,translation
ABCC1,0.000492192,0.999734434,-0.720106201,0.185317097,0.679973485,0.137317458,-0.720476485,0.046007356,background
LMF1,0.150379015,0.754020201,-0.327801023,0.418377993,0.336261617,0.416295253,-0.417422682,0.233266945,background
NARFL,0.26115856,0.564248628,-0.075841908,0.842862576,0.289301552,0.530911429,-0.144230528,0.686888966,background
MTHFSD,-0.517724322,0.266404632,-0.508797806,0.050539095,0.122938189,0.838057456,-0.402212929,0.095797477,background
CLCN7,0.706858295,0.070972084,-0.105669477,0.829871469,0.743220484,0.057479242,-0.650653889,0.141403175,translation
FAM173A,0.763260745,0.109102203,-0.355232479,0.453272573,0.971967282,0.036393585,-0.94971277,0.028642602,translation
FBXO31,-0.2193627,0.676739805,-0.360530419,0.338027141,-0.073222736,0.90854097,-0.301797479,0.409568385,background
STUB1,0.344000016,0.484694186,-0.577889669,0.321417526,0.676222098,0.066179621,-0.994397195,0.018793653,translation
NUBP1,-0.50737118,0.119323139,-0.161409416,0.644369544,-0.452239768,0.15202462,0.140370425,0.700415144,translation
UBE2I,0.47675675,0.163490721,0.07206441,0.766127977,0.412516634,0.21516436,-0.019781376,0.940554823,translation
CRYM,-1.322166384,0.16341833,-1.052089909,0.133956243,-0.155575621,0.79805928,-0.091517725,0.828642886,abundance
EEF2K,0.182573047,0.590005658,-0.304203543,0.35471787,0.275012593,0.399072313,-0.392637644,0.211972302,buffering
CAPN15,0.30389326,0.527947179,-0.5033439,0.155660129,0.705193043,0.111005133,-0.65618893,0.043297175,translation
PIEZO1,-0.144401282,0.82333117,-0.826611479,0.101672442,0.43765197,0.418897324,-0.735398714,0.076975931,background
GSPT1,-0.218147918,0.480672273,0.15487085,0.511339053,-0.407805244,0.118500102,0.264605487,0.195149821,background
CLUAP1,0.316318317,0.519828885,0.609367586,0.210071359,-0.156667261,0.60877546,0.267285106,0.31392585,background
UBFD1,0.51324989,0.117371724,0.441012491,0.119639953,0.520844568,0.148043564,0.449017879,0.13541048,abundance
EARS2,0.047625909,0.921992602,0.065373697,0.867920842,-0.00957115,0.981864247,0.031182735,0.921452377,background
TCEB2,0.532276909,0.123517379,0.58320555,0.092909609,0.152630652,0.617483881,0.070256297,0.817379709,abundance
GGA2,0.239111812,0.51633033,0.127066057,0.70275405,0.132690112,0.651802888,-0.065995906,0.802696929,background
CPPED1,0.286766667,0.558614502,0.523271358,0.204716487,-0.218251457,0.439061659,0.26461835,0.257053148,background
USP31,0.081766,0.936957215,-0.239785906,0.468640058,0.499572411,0.566338199,-0.25510458,0.375697796,background
HMOX2,0.066420468,0.878681226,-0.266425811,0.455750967,0.127374485,0.774649355,-0.283808923,0.414102296,background
DNAJA3,-0.024506483,0.947046117,0.197454655,0.516662681,-0.160661881,0.55610286,0.219523051,0.348785023,background
BFAR,0.056219684,0.893219104,0.4380212,0.077015232,0.272942635,0.529846284,0.445789573,0.066311592,buffering
SALL1,-0.904223574,0.145025353,-1.106982434,0.147525209,-0.182353012,0.596564682,0.09370654,0.816118597,abundance
TOX3,2.042395993,0.003300236,1.780621968,0.000487856,1.1184607,0.197604651,1.367217563,0.01015961,abundance
RBL2,-0.914003799,0.015403381,-0.329357122,0.313488622,-0.676225103,0.028337791,0.599869273,0.035997518,translation
QPRT,-0.18900471,0.772514229,-0.22404404,0.707934489,0.007437157,0.985039975,-0.037219823,0.90914624,background
RPGRIP1L,0.606181716,0.283156064,0.650732109,0.079105665,0.002144659,0.997293841,0.410535582,0.206195295,background
MAZ,0.689302722,0.104259909,-0.227443163,0.518767728,0.663875161,0.142466383,-0.165854869,0.66705215,translation
STX4,0.77353332,0.04099542,-0.358632284,0.275882551,0.948513668,0.022244353,-0.786096038,0.038214672,translation
CDIPT,0.555334435,0.196080693,-0.07796243,0.8619963,0.596103714,0.139143105,-0.415917525,0.262134613,translation
BCKDK,-0.254951862,0.685347644,-0.459896607,0.309541175,0.266971472,0.357938935,-0.257246128,0.266853582,background
KAT8,0.308422695,0.364029162,-0.457167639,0.167492668,0.495747951,0.156961518,-0.63253502,0.057713901,translation
CCP110,-0.225788434,0.804535943,0.800424164,0.152736256,-0.910914528,0.242044286,0.901764204,0.063485199,buffering
C16orf62,-0.674657619,0.179443656,-0.470799228,0.236128509,-0.224387178,0.558672258,0.00261748,0.993672039,abundance
RNF40,0.23894863,0.533195164,-0.018884078,0.960964537,0.251679704,0.40028323,-0.228418667,0.407456832,background
KNOP1,1.003894678,0.05299291,0.375061665,0.240899111,0.812733546,0.128885543,0.172155049,0.620421822,translation
AQP9,-1.585596271,0.09325991,-0.349108867,0.674349494,-1.222743156,0.008599972,1.139519326,0.002358731,translation
AAGAB,0.65315605,0.087409145,0.779177812,0.016552736,-0.103274136,0.793022561,0.372486846,0.133290347,abundance
LACTB,-0.365241787,0.270934864,-0.031348117,0.931523928,-0.356189581,0.273386847,0.135728363,0.705892897,background
CSK,-0.301486628,0.460022241,-0.774053871,0.020309913,0.236449477,0.636913056,-0.648459139,0.033326857,buffering
HERC1,-0.381794952,0.303588878,-0.07907359,0.782033954,-0.285662185,0.316993936,0.127231036,0.571646421,background
TRIP4,-0.056361497,0.891839595,0.329043877,0.258298106,-0.232743041,0.540659532,0.350640388,0.198162596,buffering
RAB11A,0.358745823,0.285432639,0.840902735,0.015438697,-0.04717695,0.918363821,0.636222353,0.043293368,background
CTSH,0.149004319,0.816966412,0.292068223,0.56853169,-0.136998278,0.683725934,0.161540065,0.540041232,background
CD276,0.420140606,0.305223944,-0.302117097,0.332080649,0.629072423,0.1198604,-0.480380517,0.102150266,translation
FAH,-1.525317718,0.01132738,-1.136705245,0.018075677,-0.339955062,0.261143782,0.168966096,0.517849964,abundance
RPAP1,0.607736671,0.073877021,0.519150115,0.071745056,0.633749228,0.0979916,0.545422948,0.082955791,abundance
HOMER2,-1.688841589,0.017038952,-1.754519674,0.001951269,-0.222545878,0.796315848,-0.993189667,0.036476978,abundance
EHD4,0.600322756,0.188635435,0.423484209,0.199162893,0.067594305,0.834765078,0.012994566,0.96137921,abundance
TMEM87A,0.288863078,0.451429533,0.322908073,0.230400271,0.090976979,0.843977883,0.244489917,0.339921662,background
ZNF106,-0.31752599,0.278957806,0.056195607,0.855859371,-0.338728066,0.224172699,0.220725493,0.411654147,translation
GABPB1,-0.018978026,0.963339424,-0.312659418,0.238984704,-0.137770369,0.751543193,-0.316153147,0.217420274,buffering
TJP1,-0.108779943,0.75762372,0.122806219,0.646609927,-0.231826992,0.396740377,0.185986843,0.391641024,background
DMXL2,0.114354309,0.740253591,0.526351158,0.07464847,-0.200911077,0.523127106,0.451976404,0.084619401,background
DNAJC17,-0.366941595,0.284309814,-0.613409162,0.12658772,-0.257028088,0.502027675,-0.462989605,0.247732824,background
EIF3J,0.085725675,0.834128171,0.814150456,0.014154675,-0.388023774,0.364359765,0.778550019,0.014421366,buffering
SPG11,-0.26207861,0.368671627,0.517374174,0.042450152,-0.35970889,0.311953252,0.553501116,0.033418391,buffering
VPS18,0.177873241,0.558564945,-0.221279886,0.494137641,0.243727409,0.38907979,-0.341722357,0.250978146,background
CSPP1,0.199848736,0.707165537,0.754462201,0.068190005,-0.410694766,0.352263481,0.628804197,0.059208643,background
BRF2,0.358262738,0.523224429,0.878449878,0.004229614,-0.503304728,0.4902201,0.83807202,0.006633727,buffering
TRIM35,-0.744603072,0.080876707,-1.252751932,0.00302044,0.33661755,0.415444401,-0.768874339,0.017967001,abundance
ZFAND1,0.47764679,0.264401895,1.332653763,0.01227401,-0.187723363,0.675388984,0.920215443,0.030773663,background
CA2,-2.164877,0.012286119,-1.814047806,0.017625438,-0.463621626,0.216445713,0.276515283,0.409271589,translation
INTS9,0.121729833,0.843938524,-0.001527262,0.996947745,0.122975582,0.830569398,-0.059461853,0.879217449,background
RIPK2,1.01391035,0.085115367,1.072130332,0.031890327,0.36461175,0.559448991,0.585103133,0.182053058,abundance
NBN,-0.092889982,0.808153899,1.029562733,0.014059659,-0.673821813,0.058070074,1.123999078,0.003853138,background
CPQ,0.2429226,0.500682233,0.548563448,0.098243164,-0.209217497,0.420043842,0.312288866,0.166076041,background
DECR1,-1.193970155,0.026217645,-0.600363966,0.12880303,-0.546758627,0.081862537,0.34316454,0.175175642,translation
IMPAD1,0.630729427,0.095155195,0.89045439,0.024759158,0.051055496,0.89711724,0.327155189,0.269836237,abundance
LAPTM4B,1.245126845,0.045572539,1.613300434,0.005344419,-0.421433253,0.233949839,0.577757282,0.045291185,abundance
NIPAL2,0.512735494,0.370201286,0.607775696,0.261098569,0.005982568,0.988136598,0.112305913,0.727995366,background
IKBKB,0.492845087,0.200193657,-0.191096964,0.58671132,0.604425048,0.100348025,-0.475873643,0.136050799,translation
PLAT,-0.90431741,0.244801493,-0.203274832,0.711158064,-0.659070204,0.158155484,0.363142011,0.255399716,translation
STK3,0.279303369,0.539266828,0.521647685,0.168512456,-0.116013199,0.790172893,0.33087806,0.272854893,background
RAB2A,0.216168707,0.579513196,1.068055331,0.01146434,-0.531373561,0.102708025,0.858609126,0.008552313,background
EIF3E,0.643475355,0.104582125,1.723921306,0.000718505,0.257718654,0.647038065,1.558658283,0.003525089,abundance
EMC2,0.269375885,0.511265643,1.324555475,0.003635766,-0.57748281,0.203141189,1.129753204,0.005120059,background
NDRG1,0.431829161,0.495992325,0.042318018,0.94399207,0.392428688,0.205024024,-0.364280844,0.178889254,translation
ARMC1,0.730436171,0.052105643,1.571878197,0.003122758,-0.048882762,0.909173725,0.740656172,0.046054348,abundance
TRPS1,-0.555799751,0.377931704,0.051867554,0.93725581,-0.599719261,0.07927329,0.617718024,0.048244455,translation
SPAG1,-1.285481168,0.056298064,-0.835653387,0.050568102,-0.202381596,0.666313833,-0.111404183,0.718604927,abundance
NCALD,-1.049485775,0.077388146,-1.096240559,0.059154765,-0.273594587,0.577277909,-0.19794255,0.65061354,abundance
SNX16,-0.148356869,0.85244489,1.082168,0.012017061,-0.994346496,0.264846363,1.114273788,0.009988873,buffering
UBR5,0.428984402,0.36298125,0.848591611,0.016531185,-0.689737297,0.062887094,0.594820545,0.020368686,background
GSDMD,0.662442108,0.092933604,0.11583717,0.718961554,0.554903239,0.090395349,-0.292076507,0.254028325,translation
TSTA3,0.793889733,0.212761468,0.643965428,0.140104959,0.042143743,0.94037718,0.163783051,0.598935774,abundance
PYCRL,0.993280833,0.078630725,0.188730217,0.662457693,0.8422699,0.092893465,-0.323101332,0.39702889,translation
EEF1D,0.393471985,0.243694716,0.274533932,0.451227071,0.263154693,0.383802053,-0.072234959,0.839092078,background
SQLE,2.258163572,0.00194389,2.506174788,0.000246278,-0.461480648,0.284191084,0.723753825,0.028817687,abundance
SH2D4A,-0.443860066,0.240759856,-0.155750497,0.620400581,-0.312743347,0.326335779,0.109023478,0.69097481,background
INTS10,-0.708149187,0.033364845,-0.578055135,0.032485454,-0.08900568,0.765119049,-0.064439206,0.785530825,abundance
ERI1,0.066442303,0.897288185,0.683814046,0.038579967,0.565512416,0.237631359,0.707323071,0.026031069,buffering
SLC39A14,-1.383879596,0.004399319,-1.19707705,0.013690854,-0.53246975,0.088432487,0.429543198,0.173421196,abundance
MTMR9,0.056024569,0.909639554,-0.47593256,0.0935848,0.060193381,0.922371066,-0.476115329,0.092675636,buffering
LEPROTL1,-0.039432132,0.916190642,0.24466692,0.504664878,-0.170734824,0.536565244,0.290108692,0.27944466,background
DCTN6,-0.009928467,0.981829216,0.715573979,0.066458068,-0.377853028,0.29813302,0.723021856,0.037973977,background
R3HCC1,-0.209050573,0.718382033,-0.470082333,0.093537545,0.353302391,0.548449171,-0.424446631,0.101660035,background
GSR,0.359344876,0.417823585,0.284423052,0.472960907,0.094659264,0.744992963,-0.053525679,0.833193261,background
TNFRSF10A,-0.333277357,0.654191259,0.291084466,0.567084972,-0.604515507,0.290403346,0.468706081,0.222723241,background
UBXN8,-0.397726076,0.460100516,0.45450137,0.314231828,-0.808530555,0.041572215,0.781143148,0.018355071,translation
PPP2CB,0.135274372,0.733377327,-0.078238488,0.79880049,0.192923586,0.586420183,-0.137755703,0.599906023,background
ERICH1,-0.415636862,0.400855598,-0.685926055,0.103854431,-0.000157961,0.999831974,-0.463071553,0.212544535,background
TUSC3,-0.358897051,0.726916544,-0.829886218,0.187550519,0.697154114,0.159045599,-0.595891688,0.072432764,background
ARHGEF10,0.172619859,0.849902931,-0.399734069,0.494322832,0.675090097,0.063834748,-0.525223958,0.048822368,background
KLHDC4,-0.247566935,0.68628164,-0.668460543,0.100352468,0.026994086,0.974626217,-0.613579398,0.124391386,buffering
MCM4,1.681434434,0.000570246,1.408659016,0.000812327,0.535931153,0.128335111,0.095339788,0.784240662,translation
FGL1,-0.999851633,0.273953909,-0.533724064,0.492663467,-0.4711899,0.28363309,0.325474207,0.369552193,background
ASAH1,-0.156468326,0.687095858,0.374947216,0.148324426,-0.598455949,0.073220846,0.44966815,0.053287583,buffering
BNIP3L,-0.682848388,0.076269588,-0.466262845,0.149254944,-0.548997005,0.191443396,-0.290430381,0.3965441,abundance
MAN2B1,-0.350909484,0.418503005,-0.431450492,0.158245518,0.091151502,0.835549266,-0.25316045,0.31865053,background
NUCB1,-0.390759159,0.245118787,-0.886848203,0.037564404,0.074314499,0.815790913,-0.361015805,0.20008198,abundance
GYS1,0.18141279,0.713868219,-0.429496127,0.155836593,0.497020608,0.287356802,-0.481696937,0.094779274,buffering
ECH1,-0.343130655,0.424656881,-0.491536794,0.302022773,0.008611136,0.977556134,-0.038020967,0.879472949,background
HNRNPL,0.246467591,0.421287633,-0.145365466,0.578397809,0.330389143,0.246731826,-0.25572334,0.282092302,background
NFKBIB,0.204636727,0.584321758,-0.599512418,0.065725878,0.510477331,0.167203543,-0.701266728,0.02838398,buffering
SNRNP70,0.254226249,0.595470174,-1.219808877,0.018301213,1.091704063,0.019323579,-1.465197528,0.002523046,background
CLPTM1,0.195468014,0.585912013,0.017995216,0.952044529,0.180427605,0.557482664,-0.094414209,0.711076077,background
CLASRP,0.638945479,0.199152239,-1.13188251,0.074736075,0.824606022,0.155547006,-1.36329412,0.051186904,translation
PPP1R37,0.681664293,0.311188988,0.179468935,0.543122767,0.501820159,0.478491742,0.090327166,0.769534832,background
FCGRT,-0.507119012,0.079974964,-1.27939508,0.00042731,-0.393079099,0.307138114,-1.235567054,0.002180042,abundance
PIH1D1,0.770997852,0.05064618,0.0828433,0.810400661,0.687815742,0.021127961,-0.580394103,0.020273965,translation
PPP1R13L,-0.524864404,0.522201776,-1.262272372,0.108077556,0.535172915,0.212033748,-0.733670244,0.056883058,background
PEX11G,-1.08856738,0.102735507,-1.606273136,0.003950574,0.071176257,0.951090258,-1.176887917,0.016544428,abundance
ERCC2,0.5422883,0.177262241,0.061516757,0.865725698,0.510676292,0.193683066,-0.151071817,0.655582863,translation
DOT1L,0.717008677,0.375036973,-1.137398588,0.016552736,2.073088654,0.032051443,-1.390783399,0.00428976,translation
PLEKHJ1,-0.023182752,0.975299588,-0.213583794,0.576822464,0.166013612,0.822749393,-0.20704116,0.546297392,background
CD37,-0.253584561,0.830317791,-1.18609385,0.048685128,0.947143586,0.38672029,-1.099720746,0.03844839,buffering
SF3A2,0.875059635,0.037815094,-0.541452581,0.158484089,1.168230104,0.015300099,-1.143481201,0.009752887,translation
OAZ1,0.311734603,0.586176556,-0.14890987,0.555575295,0.566482436,0.281759751,-0.201307739,0.373583027,background
TRMT1,0.706734823,0.167454002,-0.14836258,0.806020728,0.799680368,0.052443666,-0.87026907,0.041931821,translation
TBC1D17,-0.308436703,0.385581039,-0.76790701,0.012994383,-0.05624215,0.919395504,-0.707422135,0.020694161,buffering
CCDC130,0.233746262,0.716058606,-0.363196881,0.37502336,0.341831979,0.616523577,-0.398955464,0.325498898,background
PTOV1,0.084123483,0.81628491,-0.427476469,0.193475077,0.272565204,0.391837689,-0.48442403,0.106369536,background
AES,0.302233814,0.384341895,-0.717865055,0.034579367,0.809864401,0.024261335,-0.965603785,0.00447659,translation
SGTA,0.067673582,0.849535794,-0.486219703,0.102717146,-0.047564911,0.911161991,-0.468016234,0.109078219,buffering
LILRB1,-1.509856576,0.035177605,-0.883830783,0.092331269,-1.341314574,0.093300461,-0.68001646,0.251991568,translation
MED25,0.69291354,0.038996675,-0.334223487,0.307744293,0.733755833,0.044696471,-0.487858861,0.175994097,translation
C19orf53,0.882822809,0.026245591,0.561735415,0.155794726,0.658308964,0.081542396,-0.065035069,0.889545619,translation
TIMM44,-0.022879605,0.962147552,-0.087051284,0.789459343,0.053899805,0.901532694,-0.076062844,0.791188947,background
CCDC61,0.246398184,0.600210406,-0.194361842,0.632129807,0.296543239,0.544546802,-0.252950464,0.517987322,background
VRK3,-0.288699605,0.328881218,-0.131960111,0.670426177,-0.241668518,0.389842432,0.044504551,0.890613167,background
PPP6R1,1.057712005,0.002829739,-0.078703059,0.816795584,1.054128626,0.011012439,0.049799662,0.913169842,translation
AKAP8,0.095511441,0.806123564,-0.180325414,0.55406436,0.206927733,0.546674698,-0.228354372,0.391718833,background
ILVBL,-0.090590843,0.827303166,-0.584368905,0.184359982,0.244708004,0.387903541,-0.470680498,0.106903769,background
SYDE1,-0.022899201,0.979556382,-0.899732185,0.073574182,0.794759678,0.277037502,-0.889649405,0.041449276,buffering
POP4,0.290716591,0.342375087,0.829243898,0.021118472,-0.054270828,0.887120387,0.576664514,0.064008809,background
URI1,-0.041667572,0.931962084,0.551956928,0.04252946,-0.669398553,0.147479334,0.563794617,0.029143976,buffering
PDCD5,1.039744395,0.062205408,0.947414797,0.006458377,0.199504771,0.801150973,0.726294891,0.033376749,abundance
ANKRD27,1.179757992,0.022970279,0.59331688,0.106666279,0.649633443,0.123696112,-0.109503011,0.754908291,translation
RPS16,0.896549828,0.040710175,0.242719812,0.517626612,0.741292611,0.062374049,-0.325066022,0.353924566,translation
TIMM50,0.458806085,0.230591092,-0.115603275,0.705624347,0.574765746,0.079370512,-0.379149805,0.126577136,translation
